SKU,Category,Size,Units_in_stock,Days_of_inventory_left,Dead_stock_flag,date
SKU-SHI-0013,Shirts,S,12,36,N,8/14/2022
SKU-CRO-0014,Croptops,XS,0,0,N,8/14/2022
SKU-SHI-0015,Shirts,XXL,85,318.8,N,8/14/2022
SKU-PAN-0016,Pants,XS,58,217.5,N,8/14/2022
SKU-SHI-0017,Shirts,L,24,80,N,8/14/2022
SKU-PAN-0018,Pants,XL,78,585,N,8/14/2022
SKU-CRO-0019,Croptops,XXL,10,60,N,8/14/2022
SKU-PAN-0020,Pants,XXL,41,205,N,8/14/2022
SKU-PAN-0021,Pants,L,49,735,N,8/14/2022
SKU-PAN-0022,Pants,S,68,680,N,8/14/2022
SKU-SHO-0023,Shorts,XL,76,999,N,8/14/2022
SKU-SHI-0024,Shirts,XS,17,63.8,N,8/14/2022
SKU-JAC-0025,Jackets,M,46,172.5,N,8/14/2022
SKU-PAN-0026,Pants,XXL,59,590,N,8/14/2022
SKU-JAC-0027,Jackets,S,19,114,N,8/14/2022
SKU-PAN-0028,Pants,M,64,384,N,8/14/2022
SKU-TSH-0029,Tshirts,XL,72,720,N,8/14/2022
SKU-CRO-0030,Croptops,XS,27,135,N,8/14/2022
SKU-JAC-0031,Jackets,XL,22,110,N,8/14/2022
SKU-TSH-0032,Tshirts,M,72,999,N,8/14/2022
SKU-SHO-0033,Shorts,XS,95,475,N,8/14/2022
SKU-PAN-0034,Pants,L,51,999,N,8/14/2022
SKU-CRO-0035,Croptops,S,28,420,N,8/14/2022
SKU-SHI-0036,Shirts,XXL,103,999,N,8/14/2022
SKU-CRO-0037,Croptops,M,98,980,N,8/14/2022
SKU-CRO-0038,Croptops,S,20,600,N,8/14/2022
SKU-SHO-0039,Shorts,S,86,645,N,8/14/2022
SKU-SHO-0040,Shorts,XL,106,999,N,8/14/2022
SKU-TSH-0041,Tshirts,XXL,107,802.5,N,8/14/2022
SKU-CRO-0042,Croptops,XS,104,780,N,8/14/2022
SKU-CRO-0043,Croptops,XXL,40,300,N,8/14/2022
SKU-JAC-0044,Jackets,XXL,95,950,N,8/14/2022
SKU-SHI-0045,Shirts,L,90,900,N,8/14/2022
SKU-JAC-0046,Jackets,M,112,840,N,8/14/2022
SKU-PAN-0047,Pants,XS,89,999,N,8/14/2022
SKU-CRO-0048,Croptops,XL,40,600,N,8/14/2022
SKU-TSH-0049,Tshirts,XL,109,999,N,8/14/2022
SKU-SHO-0050,Shorts,XL,98,980,N,8/14/2022
SKU-SHI-0051,Shirts,L,52,999,N,8/14/2022
SKU-SHI-0052,Shirts,L,63,999,N,8/14/2022
SKU-JAC-0053,Jackets,XL,60,999,N,8/14/2022
SKU-SHI-0054,Shirts,S,64,640,N,8/14/2022
SKU-JAC-0055,Jackets,XS,102,999,N,8/14/2022
SKU-SHI-0001,Shirts,XS,0,0,N,8/21/2022
SKU-PAN-0002,Pants,L,0,0,N,8/21/2022
SKU-SHI-0003,Shirts,XL,0,0,N,8/21/2022
SKU-TSH-0004,Tshirts,L,0,0,N,8/21/2022
SKU-CRO-0005,Croptops,L,0,0,N,8/21/2022
SKU-SHI-0006,Shirts,XL,0,0,N,8/21/2022
SKU-CRO-0007,Croptops,XS,0,0,N,8/21/2022
SKU-PAN-0008,Pants,M,7,14,N,8/21/2022
SKU-PAN-0009,Pants,XL,0,0,N,8/21/2022
SKU-TSH-0010,Tshirts,XL,0,0,N,8/21/2022
SKU-SHO-0011,Shorts,M,33,70.7,N,8/21/2022
SKU-TSH-0012,Tshirts,L,0,0,N,8/21/2022
SKU-SHI-0013,Shirts,XXL,10,27.3,N,8/21/2022
SKU-CRO-0014,Croptops,L,0,0,N,8/21/2022
SKU-SHI-0015,Shirts,L,83,311.2,N,8/21/2022
SKU-PAN-0016,Pants,XXL,54,147.3,N,8/21/2022
SKU-SHI-0017,Shirts,XS,23,76.7,N,8/21/2022
SKU-PAN-0018,Pants,M,77,462,N,8/21/2022
SKU-CRO-0019,Croptops,XS,8,48,N,8/21/2022
SKU-PAN-0020,Pants,XS,41,307.5,N,8/21/2022
SKU-PAN-0021,Pants,L,46,276,N,8/21/2022
SKU-PAN-0022,Pants,M,67,502.5,N,8/21/2022
SKU-SHO-0023,Shorts,L,76,999,N,8/21/2022
SKU-SHI-0024,Shirts,XL,16,80,N,8/21/2022
SKU-JAC-0025,Jackets,M,44,146.7,N,8/21/2022
SKU-PAN-0026,Pants,S,57,342,N,8/21/2022
SKU-JAC-0027,Jackets,XL,18,108,N,8/21/2022
SKU-PAN-0028,Pants,L,63,315,N,8/21/2022
SKU-TSH-0029,Tshirts,XL,71,710,N,8/21/2022
SKU-CRO-0030,Croptops,XS,26,130,N,8/21/2022
SKU-JAC-0031,Jackets,L,21,126,N,8/21/2022
SKU-TSH-0032,Tshirts,XS,71,999,N,8/21/2022
SKU-SHO-0033,Shorts,S,95,950,N,8/21/2022
SKU-PAN-0034,Pants,XL,51,999,N,8/21/2022
SKU-CRO-0035,Croptops,S,27,405,N,8/21/2022
SKU-SHI-0036,Shirts,S,102,999,N,8/21/2022
SKU-CRO-0037,Croptops,L,98,999,N,8/21/2022
SKU-CRO-0038,Croptops,XS,19,285,N,8/21/2022
SKU-SHO-0039,Shorts,L,86,645,N,8/21/2022
SKU-SHO-0040,Shorts,L,106,999,N,8/21/2022
SKU-TSH-0041,Tshirts,XS,107,802.5,N,8/21/2022
SKU-CRO-0042,Croptops,L,104,780,N,8/21/2022
SKU-CRO-0043,Croptops,L,40,400,N,8/21/2022
SKU-JAC-0044,Jackets,S,95,950,N,8/21/2022
SKU-SHI-0045,Shirts,M,89,890,N,8/21/2022
SKU-JAC-0046,Jackets,M,112,840,N,8/21/2022
SKU-PAN-0047,Pants,XL,89,999,N,8/21/2022
SKU-CRO-0048,Croptops,XL,40,600,N,8/21/2022
SKU-TSH-0049,Tshirts,XXL,109,999,N,8/21/2022
SKU-SHO-0050,Shorts,XL,98,999,N,8/21/2022
SKU-SHI-0051,Shirts,M,52,999,N,8/21/2022
SKU-SHI-0052,Shirts,M,63,999,N,8/21/2022
SKU-JAC-0053,Jackets,XS,59,885,N,8/21/2022
SKU-SHI-0054,Shirts,M,61,305,N,8/21/2022
SKU-JAC-0055,Jackets,S,100,750,N,8/21/2022
SKU-SHI-0001,Shirts,XXL,0,0,N,8/28/2022
SKU-PAN-0002,Pants,L,0,0,N,8/28/2022
SKU-SHI-0003,Shirts,XS,0,0,N,8/28/2022
SKU-TSH-0004,Tshirts,M,0,0,N,8/28/2022
SKU-CRO-0005,Croptops,S,0,0,N,8/28/2022
SKU-SHI-0006,Shirts,XS,0,0,N,8/28/2022
SKU-CRO-0007,Croptops,XS,0,0,N,8/28/2022
SKU-PAN-0008,Pants,XL,2,3.8,N,8/28/2022
SKU-PAN-0009,Pants,XL,0,0,N,8/28/2022
SKU-TSH-0010,Tshirts,L,0,0,N,8/28/2022
SKU-SHO-0011,Shorts,XS,28,52.5,N,8/28/2022
SKU-TSH-0012,Tshirts,L,0,0,N,8/28/2022
SKU-SHI-0013,Shirts,M,8,21.8,N,8/28/2022
SKU-CRO-0014,Croptops,XXL,0,0,N,8/28/2022
SKU-SHI-0015,Shirts,M,78,234,N,8/28/2022
SKU-PAN-0016,Pants,XS,51,139.1,N,8/28/2022
SKU-SHI-0017,Shirts,XS,21,70,N,8/28/2022
SKU-PAN-0018,Pants,XXL,76,570,N,8/28/2022
SKU-CRO-0019,Croptops,S,8,80,N,8/28/2022
SKU-PAN-0020,Pants,M,41,410,N,8/28/2022
SKU-PAN-0021,Pants,XL,45,270,N,8/28/2022
SKU-PAN-0022,Pants,XXL,67,502.5,N,8/28/2022
SKU-SHO-0023,Shorts,S,72,432,N,8/28/2022
SKU-SHI-0024,Shirts,XXL,16,96,N,8/28/2022
SKU-JAC-0025,Jackets,XL,44,146.7,N,8/28/2022
SKU-PAN-0026,Pants,M,56,336,N,8/28/2022
SKU-JAC-0027,Jackets,XL,17,102,N,8/28/2022
SKU-PAN-0028,Pants,M,63,472.5,N,8/28/2022
SKU-TSH-0029,Tshirts,XXL,68,408,N,8/28/2022
SKU-CRO-0030,Croptops,M,25,150,N,8/28/2022
SKU-JAC-0031,Jackets,XL,20,100,N,8/28/2022
SKU-TSH-0032,Tshirts,S,70,700,N,8/28/2022
SKU-SHO-0033,Shorts,XL,95,999,N,8/28/2022
SKU-PAN-0034,Pants,XL,51,999,N,8/28/2022
SKU-CRO-0035,Croptops,XS,27,405,N,8/28/2022
SKU-SHI-0036,Shirts,XXL,101,757.5,N,8/28/2022
SKU-CRO-0037,Croptops,XS,95,950,N,8/28/2022
SKU-CRO-0038,Croptops,L,18,180,N,8/28/2022
SKU-SHO-0039,Shorts,XXL,86,645,N,8/28/2022
SKU-SHO-0040,Shorts,XXL,104,999,N,8/28/2022
SKU-TSH-0041,Tshirts,M,107,999,N,8/28/2022
SKU-CRO-0042,Croptops,XS,101,432.9,N,8/28/2022
SKU-CRO-0043,Croptops,M,40,600,N,8/28/2022
SKU-JAC-0044,Jackets,M,93,558,N,8/28/2022
SKU-SHI-0045,Shirts,M,89,890,N,8/28/2022
SKU-JAC-0046,Jackets,XS,112,840,N,8/28/2022
SKU-PAN-0047,Pants,L,89,999,N,8/28/2022
SKU-CRO-0048,Croptops,XS,40,600,N,8/28/2022
SKU-TSH-0049,Tshirts,XXL,109,999,N,8/28/2022
SKU-SHO-0050,Shorts,XXL,97,999,N,8/28/2022
SKU-SHI-0051,Shirts,XS,52,999,N,8/28/2022
SKU-SHI-0052,Shirts,XS,63,999,N,8/28/2022
SKU-JAC-0053,Jackets,S,58,580,N,8/28/2022
SKU-SHI-0054,Shirts,XXL,60,257.1,N,8/28/2022
SKU-JAC-0055,Jackets,L,100,750,N,8/28/2022
SKU-SHI-0001,Shirts,M,0,0,N,9/4/2022
SKU-PAN-0002,Pants,S,0,0,N,9/4/2022
SKU-SHI-0003,Shirts,XL,0,0,N,9/4/2022
SKU-TSH-0004,Tshirts,S,0,0,N,9/4/2022
SKU-CRO-0005,Croptops,XS,0,0,N,9/4/2022
SKU-SHI-0006,Shirts,XXL,0,0,N,9/4/2022
SKU-CRO-0007,Croptops,L,0,0,N,9/4/2022
SKU-PAN-0008,Pants,XXL,0,0,N,9/4/2022
SKU-PAN-0009,Pants,M,0,0,N,9/4/2022
SKU-TSH-0010,Tshirts,XL,0,0,N,9/4/2022
SKU-SHO-0011,Shorts,XL,24,40,N,9/4/2022
SKU-TSH-0012,Tshirts,L,0,0,N,9/4/2022
SKU-SHI-0013,Shirts,S,7,30,N,9/4/2022
SKU-CRO-0014,Croptops,XS,0,0,N,9/4/2022
SKU-SHI-0015,Shirts,XL,76,207.3,N,9/4/2022
SKU-PAN-0016,Pants,XS,47,100.7,N,9/4/2022
SKU-SHI-0017,Shirts,S,21,105,N,9/4/2022
SKU-PAN-0018,Pants,S,75,562.5,N,9/4/2022
SKU-CRO-0019,Croptops,XL,6,45,N,9/4/2022
SKU-PAN-0020,Pants,XL,41,999,N,9/4/2022
SKU-PAN-0021,Pants,M,44,264,N,9/4/2022
SKU-PAN-0022,Pants,L,66,495,N,9/4/2022
SKU-SHO-0023,Shorts,XL,72,540,N,9/4/2022
SKU-SHI-0024,Shirts,S,14,60,N,9/4/2022
SKU-JAC-0025,Jackets,XXL,43,184.3,N,9/4/2022
SKU-PAN-0026,Pants,XXL,56,420,N,9/4/2022
SKU-JAC-0027,Jackets,M,14,60,N,9/4/2022
SKU-PAN-0028,Pants,XXL,63,472.5,N,9/4/2022
SKU-TSH-0029,Tshirts,XL,67,335,N,9/4/2022
SKU-CRO-0030,Croptops,L,25,375,N,9/4/2022
SKU-JAC-0031,Jackets,XL,19,142.5,N,9/4/2022
SKU-TSH-0032,Tshirts,M,70,700,N,9/4/2022
SKU-SHO-0033,Shorts,L,95,999,N,9/4/2022
SKU-PAN-0034,Pants,M,50,999,N,9/4/2022
SKU-CRO-0035,Croptops,XL,25,250,N,9/4/2022
SKU-SHI-0036,Shirts,S,101,999,N,9/4/2022
SKU-CRO-0037,Croptops,M,93,558,N,9/4/2022
SKU-CRO-0038,Croptops,S,17,170,N,9/4/2022
SKU-SHO-0039,Shorts,XS,84,420,N,9/4/2022
SKU-SHO-0040,Shorts,S,104,999,N,9/4/2022
SKU-TSH-0041,Tshirts,XS,107,999,N,9/4/2022
SKU-CRO-0042,Croptops,S,99,371.2,N,9/4/2022
SKU-CRO-0043,Croptops,M,40,999,N,9/4/2022
SKU-JAC-0044,Jackets,XL,93,697.5,N,9/4/2022
SKU-SHI-0045,Shirts,XXL,89,999,N,9/4/2022
SKU-JAC-0046,Jackets,XL,111,832.5,N,9/4/2022
SKU-PAN-0047,Pants,XXL,89,999,N,9/4/2022
SKU-CRO-0048,Croptops,S,39,585,N,9/4/2022
SKU-TSH-0049,Tshirts,S,108,999,N,9/4/2022
SKU-SHO-0050,Shorts,L,96,999,N,9/4/2022
SKU-SHI-0051,Shirts,XXL,52,999,N,9/4/2022
SKU-SHI-0052,Shirts,L,62,999,N,9/4/2022
SKU-JAC-0053,Jackets,XL,58,580,N,9/4/2022
SKU-SHI-0054,Shirts,XS,60,300,N,9/4/2022
SKU-JAC-0055,Jackets,M,100,750,N,9/4/2022
SKU-SHI-0001,Shirts,XL,0,0,N,9/11/2022
SKU-PAN-0002,Pants,XS,0,0,N,9/11/2022
SKU-SHI-0003,Shirts,XL,0,0,N,9/11/2022
SKU-TSH-0004,Tshirts,XS,0,0,N,9/11/2022
SKU-CRO-0005,Croptops,XS,0,0,N,9/11/2022
SKU-SHI-0006,Shirts,XXL,0,0,N,9/11/2022
SKU-CRO-0007,Croptops,S,0,0,N,9/11/2022
SKU-PAN-0008,Pants,XL,0,0,N,9/11/2022
SKU-PAN-0009,Pants,L,0,0,N,9/11/2022
SKU-TSH-0010,Tshirts,M,0,0,N,9/11/2022
SKU-SHO-0011,Shorts,XS,21,35,N,9/11/2022
SKU-TSH-0012,Tshirts,XL,0,0,N,9/11/2022
SKU-SHI-0013,Shirts,XL,5,18.8,N,9/11/2022
SKU-CRO-0014,Croptops,S,0,0,N,9/11/2022
SKU-SHI-0015,Shirts,XXL,74,185,N,9/11/2022
SKU-PAN-0016,Pants,S,47,117.5,N,9/11/2022
SKU-SHI-0017,Shirts,XL,18,77.1,N,9/11/2022
SKU-PAN-0018,Pants,M,74,555,N,9/11/2022
SKU-CRO-0019,Croptops,M,4,20,N,9/11/2022
SKU-PAN-0020,Pants,XL,38,380,N,9/11/2022
SKU-PAN-0021,Pants,S,42,180,N,9/11/2022
SKU-PAN-0022,Pants,XS,64,480,N,9/11/2022
SKU-SHO-0023,Shorts,XS,70,350,N,9/11/2022
SKU-SHI-0024,Shirts,XS,14,140,N,9/11/2022
SKU-JAC-0025,Jackets,XL,43,215,N,9/11/2022
SKU-PAN-0026,Pants,XL,56,560,N,9/11/2022
SKU-JAC-0027,Jackets,XS,13,55.7,N,9/11/2022
SKU-PAN-0028,Pants,M,61,366,N,9/11/2022
SKU-TSH-0029,Tshirts,XS,67,402,N,9/11/2022
SKU-CRO-0030,Croptops,L,24,240,N,9/11/2022
SKU-JAC-0031,Jackets,XL,18,135,N,9/11/2022
SKU-TSH-0032,Tshirts,XL,69,690,N,9/11/2022
SKU-SHO-0033,Shorts,XXL,95,999,N,9/11/2022
SKU-PAN-0034,Pants,XL,50,999,N,9/11/2022
SKU-CRO-0035,Croptops,S,24,180,N,9/11/2022
SKU-SHI-0036,Shirts,L,101,999,N,9/11/2022
SKU-CRO-0037,Croptops,M,93,558,N,9/11/2022
SKU-CRO-0038,Croptops,L,17,170,N,9/11/2022
SKU-SHO-0039,Shorts,XS,84,630,N,9/11/2022
SKU-SHO-0040,Shorts,L,104,999,N,9/11/2022
SKU-TSH-0041,Tshirts,L,107,999,N,9/11/2022
SKU-CRO-0042,Croptops,XXL,99,594,N,9/11/2022
SKU-CRO-0043,Croptops,XXL,38,570,N,9/11/2022
SKU-JAC-0044,Jackets,XL,93,999,N,9/11/2022
SKU-SHI-0045,Shirts,L,89,999,N,9/11/2022
SKU-JAC-0046,Jackets,XS,111,999,N,9/11/2022
SKU-PAN-0047,Pants,S,89,999,N,9/11/2022
SKU-CRO-0048,Croptops,XL,39,999,N,9/11/2022
SKU-TSH-0049,Tshirts,XXL,108,999,N,9/11/2022
SKU-SHO-0050,Shorts,M,96,999,N,9/11/2022
SKU-SHI-0051,Shirts,S,51,999,N,9/11/2022
SKU-SHI-0052,Shirts,XXL,60,600,N,9/11/2022
SKU-JAC-0053,Jackets,M,58,580,N,9/11/2022
SKU-SHI-0054,Shirts,XS,60,450,N,9/11/2022
SKU-JAC-0055,Jackets,M,98,588,N,9/11/2022
SKU-SHI-0001,Shirts,M,0,0,N,9/18/2022
SKU-PAN-0002,Pants,XL,0,0,N,9/18/2022
SKU-SHI-0003,Shirts,XXL,0,0,N,9/18/2022
SKU-TSH-0004,Tshirts,M,0,0,N,9/18/2022
SKU-CRO-0005,Croptops,S,0,0,N,9/18/2022
SKU-SHI-0006,Shirts,XS,0,0,N,9/18/2022
SKU-CRO-0007,Croptops,S,0,0,N,9/18/2022
SKU-PAN-0008,Pants,XXL,0,0,N,9/18/2022
SKU-PAN-0009,Pants,L,0,0,N,9/18/2022
SKU-TSH-0010,Tshirts,XL,0,0,N,9/18/2022
SKU-SHO-0011,Shorts,XXL,18,31.8,N,9/18/2022
SKU-TSH-0012,Tshirts,XL,0,0,N,9/18/2022
SKU-SHI-0013,Shirts,M,3,11.2,N,9/18/2022
SKU-CRO-0014,Croptops,XS,0,0,N,9/18/2022
SKU-SHI-0015,Shirts,XXL,72,196.4,N,9/18/2022
SKU-PAN-0016,Pants,M,44,110,N,9/18/2022
SKU-SHI-0017,Shirts,L,16,68.6,N,9/18/2022
SKU-PAN-0018,Pants,L,73,547.5,N,9/18/2022
SKU-CRO-0019,Croptops,XXL,1,4.3,N,9/18/2022
SKU-PAN-0020,Pants,M,38,380,N,9/18/2022
SKU-PAN-0021,Pants,S,40,171.4,N,9/18/2022
SKU-PAN-0022,Pants,S,62,310,N,9/18/2022
SKU-SHO-0023,Shorts,M,69,295.7,N,9/18/2022
SKU-SHI-0024,Shirts,XS,14,210,N,9/18/2022
SKU-JAC-0025,Jackets,M,43,645,N,9/18/2022
SKU-PAN-0026,Pants,XXL,55,825,N,9/18/2022
SKU-JAC-0027,Jackets,S,12,60,N,9/18/2022
SKU-PAN-0028,Pants,XL,60,600,N,9/18/2022
SKU-TSH-0029,Tshirts,XXL,66,396,N,9/18/2022
SKU-CRO-0030,Croptops,XS,22,165,N,9/18/2022
SKU-JAC-0031,Jackets,XS,18,180,N,9/18/2022
SKU-TSH-0032,Tshirts,L,69,999,N,9/18/2022
SKU-SHO-0033,Shorts,L,94,999,N,9/18/2022
SKU-PAN-0034,Pants,XS,50,999,N,9/18/2022
SKU-CRO-0035,Croptops,XXL,23,138,N,9/18/2022
SKU-SHI-0036,Shirts,XS,100,999,N,9/18/2022
SKU-CRO-0037,Croptops,XXL,91,390,N,9/18/2022
SKU-CRO-0038,Croptops,XXL,16,160,N,9/18/2022
SKU-SHO-0039,Shorts,M,84,999,N,9/18/2022
SKU-SHO-0040,Shorts,M,104,999,N,9/18/2022
SKU-TSH-0041,Tshirts,XXL,107,999,N,9/18/2022
SKU-CRO-0042,Croptops,XL,97,415.7,N,9/18/2022
SKU-CRO-0043,Croptops,XXL,37,370,N,9/18/2022
SKU-JAC-0044,Jackets,L,93,999,N,9/18/2022
SKU-SHI-0045,Shirts,L,89,999,N,9/18/2022
SKU-JAC-0046,Jackets,L,109,999,N,9/18/2022
SKU-PAN-0047,Pants,M,89,999,N,9/18/2022
SKU-CRO-0048,Croptops,S,37,370,N,9/18/2022
SKU-TSH-0049,Tshirts,L,107,999,N,9/18/2022
SKU-SHO-0050,Shorts,XS,96,999,N,9/18/2022
SKU-SHI-0051,Shirts,XL,51,999,N,9/18/2022
SKU-SHI-0052,Shirts,XXL,59,442.5,N,9/18/2022
SKU-JAC-0053,Jackets,XS,57,855,N,9/18/2022
SKU-SHI-0054,Shirts,XL,59,442.5,N,9/18/2022
SKU-JAC-0055,Jackets,XXL,98,999,N,9/18/2022
SKU-SHI-0001,Shirts,L,0,0,N,9/25/2022
SKU-PAN-0002,Pants,S,0,0,N,9/25/2022
SKU-SHI-0003,Shirts,S,0,0,N,9/25/2022
SKU-TSH-0004,Tshirts,XS,0,0,N,9/25/2022
SKU-CRO-0005,Croptops,M,0,0,N,9/25/2022
SKU-SHI-0006,Shirts,S,0,0,N,9/25/2022
SKU-CRO-0007,Croptops,L,0,0,N,9/25/2022
SKU-PAN-0008,Pants,XXL,0,0,N,9/25/2022
SKU-PAN-0009,Pants,M,0,0,N,9/25/2022
SKU-TSH-0010,Tshirts,M,0,0,N,9/25/2022
SKU-SHO-0011,Shorts,M,14,28,N,9/25/2022
SKU-TSH-0012,Tshirts,L,0,0,N,9/25/2022
SKU-SHI-0013,Shirts,L,0,0,N,9/25/2022
SKU-CRO-0014,Croptops,L,0,0,N,9/25/2022
SKU-SHI-0015,Shirts,XL,68,204,N,9/25/2022
SKU-PAN-0016,Pants,XL,41,111.8,N,9/25/2022
SKU-SHI-0017,Shirts,L,16,68.6,N,9/25/2022
SKU-PAN-0018,Pants,L,72,432,N,9/25/2022
SKU-CRO-0019,Croptops,XXL,0,0,N,9/25/2022
SKU-PAN-0020,Pants,XS,37,277.5,N,9/25/2022
SKU-PAN-0021,Pants,XS,40,240,N,9/25/2022
SKU-PAN-0022,Pants,XS,61,305,N,9/25/2022
SKU-SHO-0023,Shorts,M,69,414,N,9/25/2022
SKU-SHI-0024,Shirts,XXL,13,130,N,9/25/2022
SKU-JAC-0025,Jackets,XL,43,999,N,9/25/2022
SKU-PAN-0026,Pants,S,54,810,N,9/25/2022
SKU-JAC-0027,Jackets,S,12,72,N,9/25/2022
SKU-PAN-0028,Pants,XS,60,600,N,9/25/2022
SKU-TSH-0029,Tshirts,XS,65,487.5,N,9/25/2022
SKU-CRO-0030,Croptops,XL,21,126,N,9/25/2022
SKU-JAC-0031,Jackets,M,17,170,N,9/25/2022
SKU-TSH-0032,Tshirts,S,68,680,N,9/25/2022
SKU-SHO-0033,Shorts,L,93,999,N,9/25/2022
SKU-PAN-0034,Pants,XS,50,999,N,9/25/2022
SKU-CRO-0035,Croptops,XS,23,172.5,N,9/25/2022
SKU-SHI-0036,Shirts,XXL,100,999,N,9/25/2022
SKU-CRO-0037,Croptops,XL,91,455,N,9/25/2022
SKU-CRO-0038,Croptops,M,16,240,N,9/25/2022
SKU-SHO-0039,Shorts,L,82,615,N,9/25/2022
SKU-SHO-0040,Shorts,M,103,999,N,9/25/2022
SKU-TSH-0041,Tshirts,M,107,999,N,9/25/2022
SKU-CRO-0042,Croptops,M,97,727.5,N,9/25/2022
SKU-CRO-0043,Croptops,L,37,370,N,9/25/2022
SKU-JAC-0044,Jackets,M,93,999,N,9/25/2022
SKU-SHI-0045,Shirts,S,89,999,N,9/25/2022
SKU-JAC-0046,Jackets,XS,109,999,N,9/25/2022
SKU-PAN-0047,Pants,L,89,999,N,9/25/2022
SKU-CRO-0048,Croptops,XXL,37,370,N,9/25/2022
SKU-TSH-0049,Tshirts,S,107,999,N,9/25/2022
SKU-SHO-0050,Shorts,M,95,999,N,9/25/2022
SKU-SHI-0051,Shirts,XXL,50,750,N,9/25/2022
SKU-SHI-0052,Shirts,XS,59,442.5,N,9/25/2022
SKU-JAC-0053,Jackets,XXL,57,999,N,9/25/2022
SKU-SHI-0054,Shirts,XS,59,999,N,9/25/2022
SKU-JAC-0055,Jackets,S,98,999,N,9/25/2022
SKU-SHI-0001,Shirts,XL,0,0,N,10/2/2022
SKU-PAN-0002,Pants,S,0,0,N,10/2/2022
SKU-SHI-0003,Shirts,L,0,0,N,10/2/2022
SKU-TSH-0004,Tshirts,L,0,0,N,10/2/2022
SKU-CRO-0005,Croptops,XXL,0,0,N,10/2/2022
SKU-SHI-0006,Shirts,XXL,0,0,N,10/2/2022
SKU-CRO-0007,Croptops,S,0,0,N,10/2/2022
SKU-PAN-0008,Pants,XS,0,0,N,10/2/2022
SKU-PAN-0009,Pants,M,0,0,N,10/2/2022
SKU-TSH-0010,Tshirts,XS,0,0,N,10/2/2022
SKU-SHO-0011,Shorts,M,10,18.8,N,10/2/2022
SKU-TSH-0012,Tshirts,L,0,0,N,10/2/2022
SKU-SHI-0013,Shirts,L,0,0,N,10/2/2022
SKU-CRO-0014,Croptops,L,0,0,N,10/2/2022
SKU-SHI-0015,Shirts,S,68,226.7,N,10/2/2022
SKU-PAN-0016,Pants,XS,38,126.7,N,10/2/2022
SKU-SHI-0017,Shirts,XS,14,60,N,10/2/2022
SKU-PAN-0018,Pants,L,72,720,N,10/2/2022
SKU-CRO-0019,Croptops,XS,0,0,N,10/2/2022
SKU-PAN-0020,Pants,M,37,277.5,N,10/2/2022
SKU-PAN-0021,Pants,M,40,300,N,10/2/2022
SKU-PAN-0022,Pants,M,61,366,N,10/2/2022
SKU-SHO-0023,Shorts,XXL,68,510,N,10/2/2022
SKU-SHI-0024,Shirts,M,12,120,N,10/2/2022
SKU-JAC-0025,Jackets,M,39,234,N,10/2/2022
SKU-PAN-0026,Pants,S,53,530,N,10/2/2022
SKU-JAC-0027,Jackets,L,12,120,N,10/2/2022
SKU-PAN-0028,Pants,S,60,600,N,10/2/2022
SKU-TSH-0029,Tshirts,M,65,975,N,10/2/2022
SKU-CRO-0030,Croptops,L,21,157.5,N,10/2/2022
SKU-JAC-0031,Jackets,S,16,160,N,10/2/2022
SKU-TSH-0032,Tshirts,XL,67,670,N,10/2/2022
SKU-SHO-0033,Shorts,XXL,93,999,N,10/2/2022
SKU-PAN-0034,Pants,XXL,49,999,N,10/2/2022
SKU-CRO-0035,Croptops,S,21,157.5,N,10/2/2022
SKU-SHI-0036,Shirts,L,99,999,N,10/2/2022
SKU-CRO-0037,Croptops,L,90,900,N,10/2/2022
SKU-CRO-0038,Croptops,M,15,225,N,10/2/2022
SKU-SHO-0039,Shorts,S,81,810,N,10/2/2022
SKU-SHO-0040,Shorts,XS,103,999,N,10/2/2022
SKU-TSH-0041,Tshirts,XXL,107,999,Y,10/2/2022
SKU-CRO-0042,Croptops,XXL,97,727.5,N,10/2/2022
SKU-CRO-0043,Croptops,XL,36,270,N,10/2/2022
SKU-JAC-0044,Jackets,S,92,999,N,10/2/2022
SKU-SHI-0045,Shirts,S,89,999,N,10/2/2022
SKU-JAC-0046,Jackets,XL,109,999,N,10/2/2022
SKU-PAN-0047,Pants,XL,89,999,N,10/2/2022
SKU-CRO-0048,Croptops,S,36,270,N,10/2/2022
SKU-TSH-0049,Tshirts,XL,107,999,N,10/2/2022
SKU-SHO-0050,Shorts,XXL,95,999,N,10/2/2022
SKU-SHI-0051,Shirts,S,50,750,N,10/2/2022
SKU-SHI-0052,Shirts,S,58,435,N,10/2/2022
SKU-JAC-0053,Jackets,S,57,999,N,10/2/2022
SKU-SHI-0054,Shirts,XS,59,999,N,10/2/2022
SKU-JAC-0055,Jackets,M,97,970,N,10/2/2022
SKU-SHI-0001,Shirts,L,0,0,N,10/9/2022
SKU-PAN-0002,Pants,XL,0,0,N,10/9/2022
SKU-SHI-0003,Shirts,M,0,0,N,10/9/2022
SKU-TSH-0004,Tshirts,XS,0,0,N,10/9/2022
SKU-CRO-0005,Croptops,S,0,0,N,10/9/2022
SKU-SHI-0006,Shirts,XXL,0,0,N,10/9/2022
SKU-CRO-0007,Croptops,L,0,0,N,10/9/2022
SKU-PAN-0008,Pants,XL,0,0,N,10/9/2022
SKU-PAN-0009,Pants,L,0,0,N,10/9/2022
SKU-TSH-0010,Tshirts,XL,0,0,N,10/9/2022
