SKU,Vendor,Order_quantity,Cost_per_unit,Order_date,Expected_delivery,Actual_delivery,Lead_time
SKU-CRO-0005,StitchWorks India,78,846,7/20/2025,8/22/2025,8/22/2025,33
SKU-SHI-0013,UrbanWeave Co.,77,1227,7/20/2025,9/10/2025,9/10/2025,52
SKU-CRO-0014,Apex Fashions,76,756,7/20/2025,9/14/2025,9/19/2025,61
SKU-SHI-0015,Apex Fashions,45,940,7/20/2025,8/21/2025,8/23/2025,34
SKU-CRO-0019,StitchWorks India,40,726,7/20/2025,9/4/2025,9/4/2025,46
SKU-PAN-0020,WestCo Garments,44,1163,7/20/2025,8/27/2025,8/29/2025,40
SKU-JAC-0027,StitchWorks India,48,1871,7/20/2025,9/6/2025,9/6/2025,48
SKU-PAN-0028,Apex Fashions,54,1317,7/20/2025,9/3/2025,9/6/2025,48
SKU-TSH-0029,KnitCraft Studio,40,701,7/20/2025,8/27/2025,8/29/2025,40
SKU-JAC-0031,WestCo Garments,46,1800,7/20/2025,8/19/2025,8/19/2025,30
SKU-SHO-0033,KnitCraft Studio,60,758,7/20/2025,8/22/2025,8/22/2025,33
SKU-PAN-0034,UrbanWeave Co.,47,1051,7/20/2025,8/23/2025,8/23/2025,34
SKU-CRO-0035,Apex Fashions,40,721,7/20/2025,8/21/2025,8/23/2025,34
SKU-SHI-0036,WestCo Garments,40,998,7/20/2025,8/19/2025,8/19/2025,30
SKU-CRO-0042,KnitCraft Studio,40,653,7/20/2025,8/25/2025,8/25/2025,36
SKU-SHI-0052,StitchWorks India,45,1141,7/20/2025,8/17/2025,8/22/2025,33
SKU-JAC-0053,Apex Fashions,41,1660,7/20/2025,9/2/2025,9/4/2025,46
SKU-PAN-0002,Apex Fashions,188,982,7/27/2025,9/1/2025,9/2/2025,37
SKU-CRO-0007,Apex Fashions,70,818,7/27/2025,9/21/2025,9/21/2025,56
SKU-TSH-0012,UrbanWeave Co.,50,715,7/27/2025,9/3/2025,9/8/2025,43
SKU-SHI-0017,UrbanWeave Co.,40,842,7/27/2025,9/20/2025,9/21/2025,56
SKU-PAN-0021,Apex Fashions,55,1216,7/27/2025,9/8/2025,9/9/2025,44
SKU-SHO-0023,WestCo Garments,40,668,7/27/2025,8/29/2025,8/30/2025,34
SKU-SHI-0024,KnitCraft Studio,64,854,7/27/2025,8/31/2025,9/5/2025,40
SKU-JAC-0025,StitchWorks India,40,1639,7/27/2025,8/24/2025,8/24/2025,28
SKU-TSH-0032,WestCo Garments,50,627,7/27/2025,9/16/2025,9/17/2025,52
SKU-SHO-0040,WestCo Garments,40,711,7/27/2025,9/17/2025,9/18/2025,53
SKU-SHI-0045,UrbanWeave Co.,42,896,7/27/2025,9/9/2025,9/9/2025,44
SKU-CRO-0048,Apex Fashions,40,736,7/27/2025,9/3/2025,9/8/2025,43
SKU-SHI-0003,KnitCraft Studio,147,1004,8/3/2025,9/3/2025,9/3/2025,31
SKU-PAN-0022,KnitCraft Studio,40,1076,8/3/2025,9/2/2025,9/7/2025,35
SKU-CRO-0043,WestCo Garments,54,677,8/3/2025,9/25/2025,9/25/2025,53
SKU-JAC-0044,StitchWorks India,40,1860,8/3/2025,9/17/2025,9/17/2025,45
SKU-TSH-0049,Apex Fashions,44,559,8/3/2025,9/1/2025,9/6/2025,34
SKU-SHO-0050,UrbanWeave Co.,40,722,8/3/2025,9/9/2025,9/11/2025,39
SKU-SHI-0054,KnitCraft Studio,40,963,8/3/2025,9/27/2025,10/2/2025,60
SKU-TSH-0004,StitchWorks India,95,539,8/10/2025,9/10/2025,9/13/2025,34
SKU-SHI-0006,KnitCraft Studio,79,1097,8/10/2025,9/27/2025,10/2/2025,53
SKU-PAN-0008,StitchWorks India,71,1152,8/10/2025,9/25/2025,9/26/2025,47
SKU-PAN-0009,KnitCraft Studio,72,1008,8/10/2025,10/3/2025,10/3/2025,54
SKU-TSH-0010,WestCo Garments,62,782,8/10/2025,10/1/2025,10/6/2025,57
SKU-SHO-0011,WestCo Garments,56,761,8/10/2025,9/12/2025,9/12/2025,33
SKU-PAN-0016,KnitCraft Studio,72,970,8/10/2025,9/9/2025,9/10/2025,31
SKU-PAN-0018,Apex Fashions,70,1176,8/10/2025,9/28/2025,9/28/2025,49
SKU-PAN-0026,WestCo Garments,48,1332,8/10/2025,9/15/2025,9/16/2025,37
SKU-CRO-0030,WestCo Garments,44,621,8/10/2025,9/10/2025,9/13/2025,34
SKU-CRO-0037,StitchWorks India,40,657,8/10/2025,9/20/2025,9/20/2025,41
SKU-CRO-0038,WestCo Garments,58,1060,8/10/2025,9/29/2025,10/4/2025,55
SKU-SHO-0039,UrbanWeave Co.,40,809,8/10/2025,9/11/2025,9/11/2025,32
SKU-JAC-0046,StitchWorks India,40,1896,8/10/2025,9/15/2025,9/16/2025,37
SKU-PAN-0047,WestCo Garments,60,959,8/10/2025,9/30/2025,9/30/2025,51
SKU-SHI-0051,StitchWorks India,40,928,8/10/2025,9/16/2025,9/19/2025,40
SKU-JAC-0055,Apex Fashions,46,1669,8/10/2025,10/1/2025,10/3/2025,54
SKU-SHI-0001,UrbanWeave Co.,356,705,8/17/2025,9/23/2025,9/28/2025,42
SKU-CRO-0005,StitchWorks India,97,846,8/17/2025,10/3/2025,10/6/2025,50
SKU-SHI-0013,UrbanWeave Co.,40,1227,8/17/2025,10/5/2025,10/6/2025,50
SKU-CRO-0014,Apex Fashions,66,756,8/17/2025,9/21/2025,9/21/2025,35
SKU-SHI-0015,Apex Fashions,58,940,8/17/2025,9/19/2025,9/24/2025,38
SKU-CRO-0019,StitchWorks India,54,726,8/17/2025,9/20/2025,9/23/2025,37
SKU-PAN-0020,WestCo Garments,56,1163,8/17/2025,9/23/2025,9/26/2025,40
SKU-JAC-0027,StitchWorks India,40,1871,8/17/2025,10/2/2025,10/5/2025,49
SKU-PAN-0028,Apex Fashions,70,1317,8/17/2025,10/2/2025,10/3/2025,47
SKU-TSH-0029,KnitCraft Studio,54,701,8/17/2025,10/8/2025,10/8/2025,52
SKU-JAC-0031,WestCo Garments,64,1800,8/17/2025,10/4/2025,10/6/2025,50
SKU-SHO-0033,KnitCraft Studio,40,758,8/17/2025,9/18/2025,9/23/2025,37
SKU-PAN-0034,UrbanWeave Co.,63,1051,8/17/2025,10/6/2025,10/9/2025,53
SKU-CRO-0035,Apex Fashions,40,721,8/17/2025,10/10/2025,10/15/2025,59
SKU-SHI-0036,WestCo Garments,42,998,8/17/2025,9/23/2025,9/28/2025,42
SKU-CRO-0042,KnitCraft Studio,56,653,8/17/2025,9/25/2025,9/28/2025,42
SKU-SHI-0052,StitchWorks India,50,1141,8/17/2025,10/2/2025,10/2/2025,46
SKU-JAC-0053,Apex Fashions,60,1660,8/17/2025,9/22/2025,9/24/2025,38
SKU-PAN-0002,Apex Fashions,174,982,8/24/2025,9/22/2025,9/25/2025,32
SKU-CRO-0007,Apex Fashions,43,818,8/24/2025,10/5/2025,10/10/2025,47
SKU-TSH-0012,UrbanWeave Co.,84,715,8/24/2025,10/14/2025,10/15/2025,52
SKU-SHI-0017,UrbanWeave Co.,48,842,8/24/2025,10/12/2025,10/12/2025,49
SKU-PAN-0021,Apex Fashions,60,1216,8/24/2025,9/24/2025,9/24/2025,31
SKU-SHO-0023,WestCo Garments,40,668,8/24/2025,10/14/2025,10/17/2025,54
SKU-SHI-0024,KnitCraft Studio,40,854,8/24/2025,10/6/2025,10/6/2025,43
SKU-JAC-0025,StitchWorks India,40,1639,8/24/2025,9/27/2025,10/2/2025,39
SKU-TSH-0032,WestCo Garments,40,627,8/24/2025,10/1/2025,10/2/2025,39
SKU-SHO-0040,WestCo Garments,40,711,8/24/2025,10/2/2025,10/2/2025,39
SKU-TSH-0041,Apex Fashions,44,634,8/24/2025,10/9/2025,10/9/2025,46
SKU-SHI-0045,UrbanWeave Co.,40,896,8/24/2025,10/9/2025,10/11/2025,48
SKU-CRO-0048,Apex Fashions,40,736,8/24/2025,10/18/2025,10/20/2025,57
SKU-SHI-0003,KnitCraft Studio,166,1004,8/31/2025,10/23/2025,10/25/2025,55
SKU-PAN-0022,KnitCraft Studio,40,1076,8/31/2025,10/2/2025,10/5/2025,35
SKU-CRO-0043,WestCo Garments,58,677,8/31/2025,10/2/2025,10/7/2025,37
SKU-JAC-0044,StitchWorks India,40,1860,8/31/2025,10/5/2025,10/5/2025,35
SKU-TSH-0049,Apex Fashions,70,559,8/31/2025,10/10/2025,10/11/2025,41
SKU-SHO-0050,UrbanWeave Co.,62,722,8/31/2025,10/17/2025,10/18/2025,48
SKU-SHI-0054,KnitCraft Studio,40,963,8/31/2025,10/12/2025,10/13/2025,43
SKU-TSH-0004,StitchWorks India,140,539,9/7/2025,11/2/2025,11/5/2025,59
SKU-SHI-0006,KnitCraft Studio,100,1097,9/7/2025,10/8/2025,10/8/2025,31
SKU-PAN-0008,StitchWorks India,85,1152,9/7/2025,10/5/2025,10/10/2025,33
SKU-PAN-0009,KnitCraft Studio,52,1008,9/7/2025,10/20/2025,10/21/2025,44
SKU-TSH-0010,WestCo Garments,68,782,9/7/2025,10/5/2025,10/10/2025,33
SKU-SHO-0011,WestCo Garments,76,761,9/7/2025,10/11/2025,10/14/2025,37
SKU-PAN-0016,KnitCraft Studio,56,970,9/7/2025,10/11/2025,10/11/2025,34
SKU-PAN-0018,Apex Fashions,58,1176,9/7/2025,10/5/2025,10/10/2025,33
SKU-PAN-0026,WestCo Garments,40,1332,9/7/2025,10/17/2025,10/22/2025,45
SKU-CRO-0030,WestCo Garments,46,621,9/7/2025,10/15/2025,10/18/2025,41
SKU-CRO-0037,StitchWorks India,41,657,9/7/2025,10/15/2025,10/15/2025,38
SKU-CRO-0038,WestCo Garments,40,1060,9/7/2025,11/1/2025,11/1/2025,55
SKU-SHO-0039,UrbanWeave Co.,50,809,9/7/2025,10/18/2025,10/18/2025,41
SKU-JAC-0046,StitchWorks India,49,1896,9/7/2025,10/29/2025,10/29/2025,52
SKU-PAN-0047,WestCo Garments,50,959,9/7/2025,10/29/2025,10/30/2025,53
SKU-SHI-0051,StitchWorks India,40,928,9/7/2025,10/29/2025,10/31/2025,54
SKU-JAC-0055,Apex Fashions,40,1669,9/7/2025,10/20/2025,10/20/2025,43
SKU-SHI-0001,UrbanWeave Co.,330,705,9/14/2025,11/4/2025,11/9/2025,56
SKU-CRO-0005,StitchWorks India,57,846,9/14/2025,10/24/2025,10/26/2025,42
SKU-SHI-0013,UrbanWeave Co.,46,1227,9/14/2025,11/9/2025,11/10/2025,57
SKU-CRO-0014,Apex Fashions,77,756,9/14/2025,10/30/2025,11/4/2025,51
SKU-SHI-0015,Apex Fashions,48,940,9/14/2025,10/23/2025,10/25/2025,41
SKU-CRO-0019,StitchWorks India,44,726,9/14/2025,10/26/2025,10/27/2025,43
SKU-PAN-0020,WestCo Garments,72,1163,9/14/2025,11/7/2025,11/12/2025,59
SKU-JAC-0027,StitchWorks India,44,1871,9/14/2025,10/16/2025,10/16/2025,32
SKU-PAN-0028,Apex Fashions,56,1317,9/14/2025,10/19/2025,10/19/2025,35
SKU-TSH-0029,KnitCraft Studio,40,701,9/14/2025,10/20/2025,10/20/2025,36
SKU-JAC-0031,WestCo Garments,40,1800,9/14/2025,11/5/2025,11/5/2025,52
SKU-SHO-0033,KnitCraft Studio,40,758,9/14/2025,11/5/2025,11/10/2025,57
SKU-PAN-0034,UrbanWeave Co.,48,1051,9/14/2025,11/3/2025,11/3/2025,50
SKU-CRO-0035,Apex Fashions,40,721,9/14/2025,10/13/2025,10/14/2025,30
SKU-SHI-0036,WestCo Garments,44,998,9/14/2025,11/5/2025,11/5/2025,52
SKU-CRO-0042,KnitCraft Studio,54,653,9/14/2025,10/13/2025,10/13/2025,29
SKU-SHI-0052,StitchWorks India,40,1141,9/14/2025,11/5/2025,11/5/2025,52
SKU-JAC-0053,Apex Fashions,40,1660,9/14/2025,10/25/2025,10/25/2025,41
SKU-PAN-0002,Apex Fashions,178,982,9/21/2025,10/20/2025,10/22/2025,31
SKU-CRO-0007,Apex Fashions,86,818,9/21/2025,11/1/2025,11/6/2025,46
SKU-TSH-0012,UrbanWeave Co.,40,715,9/21/2025,10/20/2025,10/23/2025,32
SKU-SHI-0017,UrbanWeave Co.,68,842,9/21/2025,11/14/2025,11/14/2025,54
SKU-PAN-0021,Apex Fashions,72,1216,9/21/2025,10/29/2025,11/3/2025,43
SKU-SHO-0023,WestCo Garments,53,668,9/21/2025,10/31/2025,11/1/2025,41
SKU-SHI-0024,KnitCraft Studio,58,854,9/21/2025,11/2/2025,11/7/2025,47
SKU-JAC-0025,StitchWorks India,40,1639,9/21/2025,11/6/2025,11/6/2025,46
SKU-TSH-0032,WestCo Garments,40,627,9/21/2025,10/28/2025,10/28/2025,37
SKU-SHO-0040,WestCo Garments,40,711,9/21/2025,11/3/2025,11/5/2025,45
SKU-TSH-0041,Apex Fashions,40,634,9/21/2025,11/12/2025,11/15/2025,55
SKU-SHI-0045,UrbanWeave Co.,40,896,9/21/2025,11/13/2025,11/13/2025,53
SKU-CRO-0048,Apex Fashions,64,736,9/21/2025,11/3/2025,11/6/2025,46
SKU-SHI-0003,KnitCraft Studio,116,1004,9/28/2025,11/16/2025,11/17/2025,50
SKU-PAN-0022,KnitCraft Studio,46,1076,9/28/2025,11/20/2025,11/22/2025,55
SKU-CRO-0043,WestCo Garments,54,677,9/28/2025,10/27/2025,10/28/2025,30
SKU-JAC-0044,StitchWorks India,42,1860,9/28/2025,11/11/2025,11/12/2025,45
SKU-TSH-0049,Apex Fashions,60,559,9/28/2025,11/4/2025,11/7/2025,40
SKU-SHO-0050,UrbanWeave Co.,40,722,9/28/2025,10/30/2025,10/31/2025,33
SKU-SHI-0054,KnitCraft Studio,40,963,9/28/2025,10/30/2025,10/30/2025,32
SKU-TSH-0004,StitchWorks India,112,539,10/5/2025,11/20/2025,11/25/2025,51
SKU-SHI-0006,KnitCraft Studio,42,1097,10/5/2025,11/2/2025,11/4/2025,30
SKU-PAN-0008,StitchWorks India,68,1152,10/5/2025,11/5/2025,11/5/2025,31
SKU-PAN-0009,KnitCraft Studio,80,1008,10/5/2025,11/30/2025,12/5/2025,61
SKU-TSH-0010,WestCo Garments,42,782,10/5/2025,11/2/2025,11/2/2025,28
SKU-SHO-0011,WestCo Garments,44,761,10/5/2025,11/14/2025,11/14/2025,40
SKU-PAN-0016,KnitCraft Studio,40,970,10/5/2025,11/6/2025,11/7/2025,33
SKU-PAN-0018,Apex Fashions,40,1176,10/5/2025,11/18/2025,11/23/2025,49
SKU-PAN-0026,WestCo Garments,48,1332,10/5/2025,11/21/2025,11/23/2025,49
SKU-CRO-0030,WestCo Garments,46,621,10/5/2025,11/3/2025,11/5/2025,31
SKU-CRO-0037,StitchWorks India,40,657,10/5/2025,11/22/2025,11/23/2025,49
SKU-CRO-0038,WestCo Garments,40,1060,10/5/2025,11/12/2025,11/13/2025,39
SKU-SHO-0039,UrbanWeave Co.,40,809,10/5/2025,11/23/2025,11/26/2025,52
SKU-JAC-0046,StitchWorks India,64,1896,10/5/2025,11/20/2025,11/25/2025,51
SKU-PAN-0047,WestCo Garments,40,959,10/5/2025,11/14/2025,11/19/2025,45
SKU-SHI-0051,StitchWorks India,58,928,10/5/2025,11/30/2025,12/3/2025,59
SKU-JAC-0055,Apex Fashions,40,1669,10/5/2025,11/20/2025,11/25/2025,51
SKU-SHI-0001,UrbanWeave Co.,402,705,10/12/2025,12/2/2025,12/7/2025,56
SKU-CRO-0005,StitchWorks India,79,846,10/12/2025,11/10/2025,11/12/2025,31
SKU-SHI-0013,UrbanWeave Co.,65,1227,10/12/2025,11/21/2025,11/24/2025,43
SKU-CRO-0014,Apex Fashions,50,756,10/12/2025,11/19/2025,11/19/2025,38
SKU-SHI-0015,Apex Fashions,62,940,10/12/2025,11/29/2025,12/2/2025,51
SKU-CRO-0019,StitchWorks India,46,726,10/12/2025,11/19/2025,11/21/2025,40
SKU-PAN-0020,WestCo Garments,72,1163,10/12/2025,11/13/2025,11/14/2025,33
SKU-JAC-0027,StitchWorks India,61,1871,10/12/2025,11/12/2025,11/13/2025,32
SKU-PAN-0028,Apex Fashions,58,1317,10/12/2025,11/20/2025,11/22/2025,41
SKU-TSH-0029,KnitCraft Studio,40,701,10/12/2025,12/5/2025,12/5/2025,54
SKU-JAC-0031,WestCo Garments,64,1800,10/12/2025,11/29/2025,12/1/2025,50
SKU-SHO-0033,KnitCraft Studio,50,758,10/12/2025,11/27/2025,12/2/2025,51
SKU-PAN-0034,UrbanWeave Co.,40,1051,10/12/2025,11/17/2025,11/20/2025,39
SKU-CRO-0035,Apex Fashions,60,721,10/12/2025,11/12/2025,11/12/2025,31
SKU-SHI-0036,WestCo Garments,40,998,10/12/2025,12/1/2025,12/3/2025,52
SKU-CRO-0042,KnitCraft Studio,50,653,10/12/2025,12/1/2025,12/1/2025,50
SKU-SHI-0052,StitchWorks India,59,1141,10/12/2025,12/1/2025,12/6/2025,55
SKU-JAC-0053,Apex Fashions,44,1660,10/12/2025,11/14/2025,11/14/2025,33
SKU-PAN-0002,Apex Fashions,269,982,10/19/2025,12/7/2025,12/9/2025,51
SKU-CRO-0007,Apex Fashions,68,818,10/19/2025,11/18/2025,11/23/2025,35
SKU-TSH-0012,UrbanWeave Co.,68,715,10/19/2025,12/12/2025,12/14/2025,56
SKU-SHI-0017,UrbanWeave Co.,40,842,10/19/2025,12/9/2025,12/10/2025,52
SKU-PAN-0021,Apex Fashions,40,1216,10/19/2025,12/9/2025,12/9/2025,51
SKU-SHO-0023,WestCo Garments,40,668,10/19/2025,12/10/2025,12/10/2025,52
SKU-SHI-0024,KnitCraft Studio,72,854,10/19/2025,11/17/2025,11/19/2025,31
SKU-JAC-0025,StitchWorks India,40,1639,10/19/2025,11/17/2025,11/22/2025,34
SKU-TSH-0032,WestCo Garments,70,627,10/19/2025,11/25/2025,11/26/2025,38
SKU-SHO-0040,WestCo Garments,44,711,10/19/2025,12/9/2025,12/9/2025,51
SKU-TSH-0041,Apex Fashions,70,634,10/19/2025,11/16/2025,11/17/2025,29
SKU-SHI-0045,UrbanWeave Co.,61,896,10/19/2025,11/28/2025,11/28/2025,40
SKU-CRO-0048,Apex Fashions,40,736,10/19/2025,12/12/2025,12/12/2025,54
SKU-SHI-0003,KnitCraft Studio,167,1004,10/26/2025,12/6/2025,12/11/2025,46
SKU-PAN-0022,KnitCraft Studio,53,1076,10/26/2025,12/20/2025,12/22/2025,57
SKU-CRO-0043,WestCo Garments,40,677,10/26/2025,12/19/2025,12/22/2025,57
SKU-JAC-0044,StitchWorks India,48,1860,10/26/2025,11/27/2025,11/27/2025,32
SKU-TSH-0049,Apex Fashions,63,559,10/26/2025,12/19/2025,12/20/2025,55
SKU-SHO-0050,UrbanWeave Co.,40,722,10/26/2025,12/14/2025,12/16/2025,51
SKU-SHI-0054,KnitCraft Studio,40,963,10/26/2025,12/16/2025,12/19/2025,54
SKU-TSH-0004,StitchWorks India,170,539,11/2/2025,12/5/2025,12/8/2025,36
SKU-SHI-0006,KnitCraft Studio,112,1097,11/2/2025,12/20/2025,12/20/2025,48
SKU-PAN-0008,StitchWorks India,89,1152,11/2/2025,12/16/2025,12/18/2025,46
SKU-PAN-0009,KnitCraft Studio,88,1008,11/2/2025,12/18/2025,12/18/2025,46
SKU-TSH-0010,WestCo Garments,82,782,11/2/2025,12/6/2025,12/6/2025,34
SKU-SHO-0011,WestCo Garments,98,761,11/2/2025,12/22/2025,12/24/2025,52
SKU-PAN-0016,KnitCraft Studio,76,970,11/2/2025,12/19/2025,12/19/2025,47
SKU-PAN-0018,Apex Fashions,64,1176,11/2/2025,12/22/2025,12/22/2025,50
SKU-PAN-0026,WestCo Garments,50,1332,11/2/2025,12/21/2025,12/21/2025,49
SKU-CRO-0030,WestCo Garments,40,621,11/2/2025,12/2/2025,12/3/2025,31
SKU-CRO-0037,StitchWorks India,40,657,11/2/2025,12/10/2025,12/10/2025,38
SKU-CRO-0038,WestCo Garments,47,1060,11/2/2025,12/6/2025,12/9/2025,37
SKU-SHO-0039,UrbanWeave Co.,40,809,11/2/2025,12/4/2025,12/7/2025,35
SKU-JAC-0046,StitchWorks India,54,1896,11/2/2025,12/10/2025,12/12/2025,40
SKU-PAN-0047,WestCo Garments,40,959,11/2/2025,12/13/2025,12/18/2025,46
SKU-SHI-0051,StitchWorks India,68,928,11/2/2025,12/6/2025,12/11/2025,39
SKU-JAC-0055,Apex Fashions,47,1669,11/2/2025,12/22/2025,12/24/2025,52
SKU-SHI-0001,UrbanWeave Co.,584,705,11/9/2025,12/28/2025,12/29/2025,50
SKU-CRO-0005,StitchWorks India,165,846,11/9/2025,12/9/2025,12/11/2025,32
SKU-SHI-0013,UrbanWeave Co.,88,1227,11/9/2025,12/30/2025,12/30/2025,51
SKU-CRO-0014,Apex Fashions,44,756,11/9/2025,12/18/2025,12/18/2025,39
SKU-SHI-0015,Apex Fashions,86,940,11/9/2025,12/26/2025,12/26/2025,47
SKU-CRO-0019,StitchWorks India,77,726,11/9/2025,12/13/2025,12/18/2025,39
SKU-PAN-0020,WestCo Garments,52,1163,11/9/2025,12/22/2025,12/27/2025,48
SKU-JAC-0027,StitchWorks India,40,1871,11/9/2025,12/31/2025,12/31/2025,52
SKU-PAN-0028,Apex Fashions,40,1317,11/9/2025,12/18/2025,12/21/2025,42
SKU-TSH-0029,KnitCraft Studio,40,701,11/9/2025,1/3/2026,1/6/2026,58
SKU-JAC-0031,WestCo Garments,40,1800,11/9/2025,12/7/2025,12/12/2025,33
SKU-SHO-0033,KnitCraft Studio,42,758,11/9/2025,12/30/2025,12/31/2025,52
SKU-PAN-0034,UrbanWeave Co.,40,1051,11/9/2025,12/16/2025,12/16/2025,37
SKU-CRO-0035,Apex Fashions,40,721,11/9/2025,12/22/2025,12/22/2025,43
SKU-SHI-0036,WestCo Garments,40,998,11/9/2025,12/30/2025,12/31/2025,52
SKU-CRO-0042,KnitCraft Studio,57,653,11/9/2025,12/8/2025,12/11/2025,32
SKU-SHI-0052,StitchWorks India,62,1141,11/9/2025,12/29/2025,12/29/2025,50
SKU-JAC-0053,Apex Fashions,51,1660,11/9/2025,12/9/2025,12/9/2025,30
SKU-PAN-0002,Apex Fashions,256,982,11/16/2025,1/6/2026,1/8/2026,53
SKU-CRO-0007,Apex Fashions,92,818,11/16/2025,1/10/2026,1/11/2026,56
SKU-TSH-0012,UrbanWeave Co.,82,715,11/16/2025,12/15/2025,12/17/2025,31
SKU-SHI-0017,UrbanWeave Co.,40,842,11/16/2025,1/5/2026,1/5/2026,50
SKU-PAN-0021,Apex Fashions,61,1216,11/16/2025,12/26/2025,12/28/2025,42
SKU-SHO-0023,WestCo Garments,40,668,11/16/2025,1/5/2026,1/7/2026,52
SKU-SHI-0024,KnitCraft Studio,40,854,11/16/2025,1/2/2026,1/5/2026,50
SKU-JAC-0025,StitchWorks India,44,1639,11/16/2025,12/16/2025,12/19/2025,33
SKU-TSH-0032,WestCo Garments,40,627,11/16/2025,12/25/2025,12/28/2025,42
SKU-SHO-0040,WestCo Garments,40,711,11/16/2025,1/1/2026,1/2/2026,47
SKU-TSH-0041,Apex Fashions,46,634,11/16/2025,12/29/2025,12/30/2025,44
SKU-SHI-0045,UrbanWeave Co.,54,896,11/16/2025,12/31/2025,12/31/2025,45
SKU-CRO-0048,Apex Fashions,54,736,11/16/2025,1/1/2026,1/3/2026,48
SKU-SHI-0003,KnitCraft Studio,156,1004,11/23/2025,1/7/2026,1/7/2026,45
SKU-PAN-0022,KnitCraft Studio,71,1076,11/23/2025,1/16/2026,1/16/2026,54
SKU-CRO-0043,WestCo Garments,52,677,11/23/2025,1/7/2026,1/7/2026,45
SKU-JAC-0044,StitchWorks India,40,1860,11/23/2025,1/7/2026,1/12/2026,50
SKU-TSH-0049,Apex Fashions,49,559,11/23/2025,1/18/2026,1/19/2026,57
SKU-SHO-0050,UrbanWeave Co.,40,722,11/23/2025,12/26/2025,12/29/2025,36
SKU-SHI-0054,KnitCraft Studio,54,963,11/23/2025,1/15/2026,1/16/2026,54
SKU-TSH-0004,StitchWorks India,126,539,11/30/2025,1/22/2026,1/27/2026,58
SKU-SHI-0006,KnitCraft Studio,76,1097,11/30/2025,1/18/2026,1/20/2026,51
SKU-PAN-0008,StitchWorks India,88,1152,11/30/2025,1/8/2026,1/9/2026,40
SKU-PAN-0009,KnitCraft Studio,92,1008,11/30/2025,1/12/2026,1/17/2026,48
SKU-TSH-0010,WestCo Garments,52,782,11/30/2025,12/30/2025,12/30/2025,30
SKU-SHO-0011,WestCo Garments,60,761,11/30/2025,12/29/2025,12/29/2025,29
SKU-PAN-0016,KnitCraft Studio,40,970,11/30/2025,1/19/2026,1/19/2026,50
SKU-PAN-0018,Apex Fashions,81,1176,11/30/2025,1/1/2026,1/6/2026,37
SKU-PAN-0026,WestCo Garments,40,1332,11/30/2025,12/31/2025,1/3/2026,34
SKU-CRO-0030,WestCo Garments,46,621,11/30/2025,1/10/2026,1/10/2026,41
SKU-CRO-0037,StitchWorks India,40,657,11/30/2025,1/8/2026,1/11/2026,42
SKU-CRO-0038,WestCo Garments,40,1060,11/30/2025,12/31/2025,1/2/2026,33
SKU-SHO-0039,UrbanWeave Co.,52,809,11/30/2025,1/13/2026,1/15/2026,46
SKU-JAC-0046,StitchWorks India,62,1896,11/30/2025,1/1/2026,1/6/2026,37
SKU-PAN-0047,WestCo Garments,63,959,11/30/2025,12/31/2025,1/1/2026,32
SKU-SHI-0051,StitchWorks India,50,928,11/30/2025,1/23/2026,1/24/2026,55
SKU-JAC-0055,Apex Fashions,48,1669,11/30/2025,1/9/2026,1/14/2026,45
SKU-SHI-0001,UrbanWeave Co.,406,705,12/7/2025,1/6/2026,1/6/2026,30
SKU-CRO-0005,StitchWorks India,116,846,12/7/2025,1/19/2026,1/24/2026,48
SKU-SHI-0013,UrbanWeave Co.,85,1227,12/7/2025,1/7/2026,1/12/2026,36
SKU-CRO-0014,Apex Fashions,80,756,12/7/2025,1/21/2026,1/23/2026,47
SKU-SHI-0015,Apex Fashions,60,940,12/7/2025,1/20/2026,1/22/2026,46
SKU-CRO-0019,StitchWorks India,62,726,12/7/2025,1/28/2026,2/2/2026,57
SKU-PAN-0020,WestCo Garments,48,1163,12/7/2025,1/16/2026,1/21/2026,45
SKU-JAC-0027,StitchWorks India,46,1871,12/7/2025,1/27/2026,2/1/2026,56
SKU-PAN-0028,Apex Fashions,50,1317,12/7/2025,1/31/2026,2/2/2026,57
SKU-TSH-0029,KnitCraft Studio,62,701,12/7/2025,1/25/2026,1/28/2026,52
SKU-JAC-0031,WestCo Garments,43,1800,12/7/2025,1/22/2026,1/27/2026,51
SKU-SHO-0033,KnitCraft Studio,66,758,12/7/2025,2/1/2026,2/3/2026,58
SKU-PAN-0034,UrbanWeave Co.,64,1051,12/7/2025,1/22/2026,1/24/2026,48
SKU-CRO-0035,Apex Fashions,54,721,12/7/2025,1/23/2026,1/23/2026,47
SKU-SHI-0036,WestCo Garments,40,998,12/7/2025,1/26/2026,1/29/2026,53
SKU-CRO-0042,KnitCraft Studio,40,653,12/7/2025,1/5/2026,1/5/2026,29
SKU-SHI-0052,StitchWorks India,53,1141,12/7/2025,1/16/2026,1/18/2026,42
SKU-JAC-0053,Apex Fashions,42,1660,12/7/2025,2/1/2026,2/2/2026,57
SKU-PAN-0002,Apex Fashions,176,982,12/14/2025,1/29/2026,1/30/2026,47
SKU-CRO-0007,Apex Fashions,86,818,12/14/2025,1/16/2026,1/18/2026,35
SKU-TSH-0012,UrbanWeave Co.,49,715,12/14/2025,1/14/2026,1/15/2026,32
SKU-SHI-0017,UrbanWeave Co.,55,842,12/14/2025,1/14/2026,1/19/2026,36
