Order ID,Customer_ID,Order_date,Product,Order_value_gross,Order value_net,Discount_applied ,Payment_mode,Shipping_city,Pincode,First order_vs_repeat,Channel source_last_touch,Delivered_Returned_RTO
ORD-20220713-002960,CUST-0026830,7/13/2022,Mixed Cart,2025,1728,14.70%,UPI,Mumbai,244921,First,Offline (Friends/Family),Delivered
ORD-20220713-002961,CUST-0016795,7/13/2022,Single item,2531,2165,14.40%,COD,Mumbai,233250,First,Google,Delivered
ORD-20220713-002962,CUST-0002229,7/13/2022,Single item,2159,1981,8.30%,Card,Visakhapatnam,113658,Repeat,Meta,Delivered
ORD-20220713-002963,CUST-0013311,7/13/2022,Mixed Cart,1800,1487,17.40%,Card,Lucknow,471472,First,Instagram DM,Delivered
ORD-20220714-002964,CUST-0016246,7/14/2022,Single item,2210,2042,7.60%,COD,Mumbai,813621,First,Meta,Delivered
ORD-20220714-002965,CUST-0021217,7/14/2022,Single item,2360,2123,10.10%,Card,Bhopal,530723,First,Meta,Delivered
ORD-20220714-002966,CUST-0022786,7/14/2022,Single item,1862,1770,5.00%,COD,Kochi,731641,Repeat,Meta,Delivered
ORD-20220714-002967,CUST-0023899,7/14/2022,Mixed Cart,1800,1569,12.80%,COD,Ludhiana,805097,First,Meta,Delivered
ORD-20220714-002968,CUST-0007077,7/14/2022,2-item cart,1873,1712,8.60%,UPI,Kolkata,388590,First,Influencer,Delivered
ORD-20220714-002969,CUST-0004136,7/14/2022,2-item cart,2016,1819,9.80%,COD,Ahmedabad,630763,Repeat,Meta,Delivered
ORD-20220714-002970,CUST-0020127,7/14/2022,2-item cart,2151,1904,11.50%,Wallet,Coimbatore,459273,Repeat,Meta,Delivered
ORD-20220714-002971,CUST-0024633,7/14/2022,2-item cart,1847,1627,11.90%,UPI,Hyderabad,147850,First,Google,RTO
ORD-20220714-002972,CUST-0004873,7/14/2022,Single item,1964,1619,17.60%,Card,Ahmedabad,715376,First,Meta,Delivered
ORD-20220714-002973,CUST-0006976,7/14/2022,2-item cart,2722,2291,15.80%,Card,Delhi,692079,First,Meta,Returned
ORD-20220714-002974,CUST-0023715,7/14/2022,Single item,1869,1735,7.20%,COD,Hyderabad,356858,First,Meta,Delivered
ORD-20220714-002975,CUST-0025414,7/14/2022,2-item cart,1800,1638,9.00%,Card,Ahmedabad,613374,First,Meta,Delivered
ORD-20220714-002976,CUST-0009516,7/14/2022,Mixed Cart,1891,1691,10.60%,COD,Pune,351968,First,Meta,Returned
ORD-20220714-002977,CUST-0016735,7/14/2022,Mixed Cart,2130,1828,14.10%,Card,Kanpur,118468,First,Google,Returned
ORD-20220714-002978,CUST-0024840,7/14/2022,2-item cart,2198,1944,11.50%,Card,Mumbai,451476,First,Offline (Friends/Family),Delivered
ORD-20220715-002979,CUST-0000946,7/15/2022,2-item cart,1922,1728,10.10%,UPI,Kanpur,811831,First,Meta,Returned
ORD-20220715-002980,CUST-0002252,7/15/2022,Single item,2123,1881,11.40%,Card,Jaipur,143196,First,Meta,Delivered
ORD-20220715-002981,CUST-0024022,7/15/2022,Mixed Cart,2449,2125,13.20%,COD,Hyderabad,501287,First,Meta,Delivered
ORD-20220715-002982,CUST-0013335,7/15/2022,2-item cart,1800,1350,25.00%,Card,Nashik,592987,First,Offline (Friends/Family),Delivered
ORD-20220715-002983,CUST-0007466,7/15/2022,Single item,2341,1908,18.50%,COD,Indore,395828,First,Meta,Delivered
ORD-20220715-002984,CUST-0025544,7/15/2022,Single item,1849,1648,10.90%,COD,Ahmedabad,762460,First,Meta,Delivered
ORD-20220715-002985,CUST-0002327,7/15/2022,Single item,2022,1757,13.10%,Card,Mysuru,754825,First,Organic Instagram,Delivered
ORD-20220715-002986,CUST-0020568,7/15/2022,Mixed Cart,2000,1863,6.80%,Card,Hyderabad,446551,First,Meta,Delivered
ORD-20220715-002987,CUST-0016368,7/15/2022,2-item cart,1800,1492,17.10%,UPI,Delhi,590307,First,Meta,RTO
ORD-20220715-002988,CUST-0005288,7/15/2022,Single item,1946,1803,7.40%,Card,Bengaluru,460564,First,Instagram DM,Delivered
ORD-20220715-002989,CUST-0023235,7/15/2022,2-item cart,1838,1634,11.10%,UPI,Chennai,287857,First,Meta,Returned
ORD-20220715-002990,CUST-0008065,7/15/2022,Mixed Cart,2677,2334,12.80%,Card,Delhi,513620,First,Meta,Delivered
ORD-20220715-002991,CUST-0022452,7/15/2022,Mixed Cart,1830,1593,13.00%,UPI,Coimbatore,547383,Repeat,Influencer,Delivered
ORD-20220715-002992,CUST-0025356,7/15/2022,Single item,1800,1431,20.50%,UPI,Chennai,463682,First,Meta,Delivered
ORD-20220716-002993,CUST-0005422,7/16/2022,Mixed Cart,1800,1530,15.00%,UPI,Mumbai,464371,First,Meta,RTO
ORD-20220716-002994,CUST-0002815,7/16/2022,2-item cart,1800,1372,23.80%,Card,Rajkot,462087,First,Meta,Delivered
ORD-20220716-002995,CUST-0004604,7/16/2022,Mixed Cart,2077,1710,17.70%,Card,Dehradun,736296,First,Meta,Delivered
ORD-20220716-002996,CUST-0014394,7/16/2022,Mixed Cart,2161,2053,5.00%,Card,Mumbai,501340,First,Google,Delivered
ORD-20220716-002997,CUST-0019420,7/16/2022,2-item cart,1800,1514,15.90%,UPI,Mumbai,723309,First,Google,Returned
ORD-20220716-002998,CUST-0008859,7/16/2022,2-item cart,1800,1470,18.30%,Card,Bengaluru,408052,First,Meta,Delivered
ORD-20220716-002999,CUST-0019041,7/16/2022,Single item,2268,2061,9.10%,UPI,Pune,286590,First,Meta,Delivered
ORD-20220716-003000,CUST-0013033,7/16/2022,2-item cart,1998,1701,14.90%,Wallet,Pune,759362,First,Instagram DM,Delivered
ORD-20220716-003001,CUST-0012813,7/16/2022,Mixed Cart,1977,1836,7.20%,Card,Nagpur,680173,First,Google,Delivered
ORD-20220716-003002,CUST-0021890,7/16/2022,Mixed Cart,1962,1864,5.00%,UPI,Surat,216726,First,Instagram DM,Returned
ORD-20220716-003003,CUST-0006272,7/16/2022,Single item,2370,2172,8.40%,COD,Bhopal,696937,First,Organic Instagram,RTO
ORD-20220716-003004,CUST-0012037,7/16/2022,Single item,1800,1551,13.80%,UPI,Bhubaneswar,669542,First,Organic Instagram,Returned
ORD-20220717-003005,CUST-0000406,7/17/2022,Single item,1857,1673,9.90%,COD,Pune,374030,First,Email/SMS,Delivered
ORD-20220717-003006,CUST-0025904,7/17/2022,Single item,1800,1410,21.70%,UPI,Ludhiana,375435,First,Google,Delivered
ORD-20220717-003007,CUST-0010189,7/17/2022,Mixed Cart,2064,1749,15.20%,COD,Nagpur,317517,First,Google,Delivered
ORD-20220717-003008,CUST-0013980,7/17/2022,2-item cart,1800,1520,15.60%,COD,Kanpur,427073,First,Google,Delivered
ORD-20220717-003009,CUST-0003517,7/17/2022,Single item,2058,1711,16.80%,Card,Delhi,416303,First,Meta,Returned
ORD-20220717-003010,CUST-0002394,7/17/2022,2-item cart,2167,1910,11.90%,UPI,Coimbatore,737412,First,Google,Delivered
ORD-20220717-003011,CUST-0011294,7/17/2022,Mixed Cart,2262,1960,13.30%,UPI,Kolkata,413395,First,Meta,Delivered
ORD-20220717-003012,CUST-0015906,7/17/2022,Mixed Cart,1891,1671,11.70%,NetBanking,Kolkata,355298,First,Meta,Returned
ORD-20220717-003013,CUST-0026052,7/17/2022,2-item cart,1800,1493,17.00%,Wallet,Indore,509851,First,Email/SMS,Delivered
ORD-20220717-003014,CUST-0015667,7/17/2022,2-item cart,1800,1514,15.90%,Wallet,Noida,151662,First,Google,Returned
ORD-20220717-003015,CUST-0016443,7/17/2022,Mixed Cart,1800,1631,9.40%,Card,Indore,184215,First,Influencer,Delivered
ORD-20220717-003016,CUST-0010445,7/17/2022,Mixed Cart,1800,1350,25.00%,UPI,Vadodara,169799,First,Influencer,Delivered
ORD-20220717-003017,CUST-0023699,7/17/2022,2-item cart,1800,1466,18.60%,Card,Kanpur,421986,Repeat,Google,Delivered
ORD-20220717-003018,CUST-0016534,7/17/2022,2-item cart,2199,1897,13.70%,Card,Rajkot,241330,Repeat,Meta,Delivered
ORD-20220717-003019,CUST-0026975,7/17/2022,Mixed Cart,1902,1572,17.30%,UPI,Bengaluru,486435,First,Meta,Delivered
ORD-20220718-003020,CUST-0020581,7/18/2022,2-item cart,2033,1818,10.60%,COD,Vadodara,453311,First,Meta,RTO
ORD-20220718-003021,CUST-0024500,7/18/2022,Mixed Cart,1800,1442,19.90%,COD,Kanpur,137169,First,Google,Returned
ORD-20220718-003022,CUST-0007517,7/18/2022,2-item cart,1813,1567,13.50%,Card,Hyderabad,744815,First,Organic Instagram,Delivered
ORD-20220718-003023,CUST-0004665,7/18/2022,2-item cart,1800,1443,19.80%,UPI,Delhi,550202,First,Google,Delivered
ORD-20220718-003024,CUST-0007046,7/18/2022,Mixed Cart,2146,1816,15.40%,Card,Delhi,681467,First,Google,Delivered
ORD-20220718-003025,CUST-0024580,7/18/2022,2-item cart,2276,1823,19.90%,UPI,Rajkot,432131,First,Influencer,Delivered
ORD-20220718-003026,CUST-0005424,7/18/2022,Single item,2237,2125,5.00%,Card,Bengaluru,719584,First,Influencer,Delivered
ORD-20220718-003027,CUST-0006746,7/18/2022,Single item,1996,1766,11.50%,UPI,Dehradun,126934,First,Offline (Friends/Family),Returned
ORD-20220718-003028,CUST-0010956,7/18/2022,Mixed Cart,2165,2052,5.20%,COD,Indore,382018,First,Meta,Returned
ORD-20220718-003029,CUST-0002068,7/18/2022,Single item,1800,1350,25.00%,Card,Lucknow,500305,First,Influencer,Delivered
ORD-20220718-003030,CUST-0023149,7/18/2022,Single item,1908,1813,5.00%,UPI,Lucknow,579489,First,Google,Delivered
ORD-20220718-003031,CUST-0014602,7/18/2022,2-item cart,1957,1661,15.10%,Card,Nagpur,302641,First,Meta,Delivered
ORD-20220718-003032,CUST-0008701,7/18/2022,Mixed Cart,1883,1588,15.70%,UPI,Mumbai,306827,Repeat,Influencer,Returned
ORD-20220718-003033,CUST-0025137,7/18/2022,Single item,1800,1388,22.90%,Card,Mumbai,157170,First,Meta,Delivered
ORD-20220718-003034,CUST-0022618,7/18/2022,Single item,1800,1405,22.00%,UPI,Hyderabad,587328,First,Meta,Delivered
ORD-20220718-003035,CUST-0019556,7/18/2022,Single item,1800,1414,21.50%,NetBanking,Chennai,596805,First,Meta,Delivered
ORD-20220718-003036,CUST-0024855,7/18/2022,2-item cart,1800,1691,6.10%,Card,Indore,630951,First,Organic Instagram,Delivered
ORD-20220718-003037,CUST-0012160,7/18/2022,Mixed Cart,2312,2005,13.30%,COD,Delhi,613719,Repeat,Meta,Delivered
ORD-20220718-003038,CUST-0007315,7/18/2022,2-item cart,2021,1747,13.60%,Card,Chandigarh,278545,First,Google,Returned
ORD-20220719-003039,CUST-0011193,7/19/2022,2-item cart,2266,2096,7.50%,COD,Chennai,644571,First,Meta,Delivered
ORD-20220719-003040,CUST-0017648,7/19/2022,2-item cart,2021,1800,10.90%,Card,Kochi,632853,First,Offline (Friends/Family),Delivered
ORD-20220719-003041,CUST-0020765,7/19/2022,Mixed Cart,2208,1924,12.90%,COD,Hyderabad,617994,First,Google,Delivered
ORD-20220719-003042,CUST-0007813,7/19/2022,Single item,2360,2203,6.70%,Card,Bhopal,144570,First,Meta,Returned
ORD-20220719-003043,CUST-0003247,7/19/2022,2-item cart,1855,1704,8.10%,Card,Bengaluru,142608,First,Instagram DM,Returned
ORD-20220719-003044,CUST-0024212,7/19/2022,Single item,1800,1350,25.00%,Card,Nagpur,482366,First,Google,Returned
ORD-20220719-003045,CUST-0021263,7/19/2022,Single item,1845,1617,12.40%,UPI,Hyderabad,339686,First,Meta,Delivered
ORD-20220719-003046,CUST-0019448,7/19/2022,Single item,2000,1709,14.50%,Card,Ahmedabad,637786,First,Google,Delivered
ORD-20220719-003047,CUST-0026184,7/19/2022,2-item cart,2033,1849,9.00%,UPI,Ludhiana,150580,First,Meta,Delivered
ORD-20220719-003048,CUST-0016204,7/19/2022,2-item cart,1835,1618,11.80%,COD,Mumbai,240858,First,Meta,Returned
ORD-20220719-003049,CUST-0000512,7/19/2022,2-item cart,1800,1401,22.20%,Wallet,Bengaluru,134103,First,Offline (Friends/Family),Delivered
ORD-20220719-003050,CUST-0008960,7/19/2022,Mixed Cart,2461,2232,9.30%,UPI,Kolkata,416546,Repeat,Email/SMS,Delivered
ORD-20220719-003051,CUST-0002693,7/19/2022,Single item,2398,2205,8.10%,UPI,Mumbai,233177,First,Meta,RTO
ORD-20220719-003052,CUST-0022707,7/19/2022,Mixed Cart,1876,1709,8.90%,UPI,Bengaluru,140565,First,Meta,Delivered
ORD-20220720-003053,CUST-0020106,7/20/2022,Single item,1975,1708,13.50%,COD,Coimbatore,378821,Repeat,Influencer,RTO
ORD-20220720-003054,CUST-0007458,7/20/2022,Mixed Cart,1942,1766,9.10%,Card,Mumbai,596579,Repeat,Google,Delivered
ORD-20220720-003055,CUST-0018797,7/20/2022,Mixed Cart,1800,1417,21.30%,UPI,Ahmedabad,406234,First,Meta,Delivered
ORD-20220720-003056,CUST-0025160,7/20/2022,2-item cart,1914,1657,13.50%,NetBanking,Delhi,369482,First,Meta,Delivered
ORD-20220720-003057,CUST-0004087,7/20/2022,2-item cart,2167,1844,14.90%,UPI,Hyderabad,194593,First,Meta,RTO
ORD-20220720-003058,CUST-0006482,7/20/2022,Mixed Cart,1800,1632,9.40%,COD,Pune,509857,First,Meta,RTO
ORD-20220720-003059,CUST-0005662,7/20/2022,Mixed Cart,2130,1971,7.50%,COD,Coimbatore,325488,First,Influencer,Returned
ORD-20220720-003060,CUST-0000886,7/20/2022,Mixed Cart,1800,1548,14.00%,Card,Mumbai,122143,First,Meta,Delivered
ORD-20220720-003061,CUST-0014157,7/20/2022,2-item cart,1800,1612,10.50%,UPI,Mumbai,817681,First,Meta,Delivered
ORD-20220720-003062,CUST-0026749,7/20/2022,2-item cart,2042,1761,13.70%,UPI,Bengaluru,252700,First,Meta,Returned
ORD-20220720-003063,CUST-0020355,7/20/2022,Mixed Cart,2025,1903,6.00%,Card,Surat,393257,Repeat,Meta,Delivered
ORD-20220720-003064,CUST-0006870,7/20/2022,Mixed Cart,1800,1584,12.00%,Card,Gurgaon,442116,First,Meta,Delivered
ORD-20220720-003065,CUST-0011981,7/20/2022,Single item,1855,1626,12.40%,UPI,Surat,798819,First,Meta,Delivered
ORD-20220721-003066,CUST-0007537,7/21/2022,Mixed Cart,1800,1535,14.70%,COD,Jaipur,326274,Repeat,Instagram DM,Delivered
ORD-20220721-003067,CUST-0021565,7/21/2022,Mixed Cart,2166,1809,16.50%,Wallet,Jaipur,157785,First,Influencer,Delivered
ORD-20220721-003068,CUST-0014781,7/21/2022,Mixed Cart,1800,1584,12.00%,COD,Hyderabad,419006,First,Instagram DM,Returned
ORD-20220721-003069,CUST-0009348,7/21/2022,2-item cart,2254,1868,17.10%,COD,Bengaluru,519489,Repeat,Google,RTO
ORD-20220721-003070,CUST-0006544,7/21/2022,Single item,2024,1859,8.20%,Card,Lucknow,645859,First,Instagram DM,Delivered
ORD-20220721-003071,CUST-0011961,7/21/2022,2-item cart,1969,1738,11.70%,COD,Jaipur,732532,First,Organic Instagram,Delivered
ORD-20220721-003072,CUST-0012447,7/21/2022,Single item,1800,1593,11.50%,UPI,Mumbai,237175,First,Organic Instagram,RTO
ORD-20220721-003073,CUST-0011608,7/21/2022,Mixed Cart,2046,1772,13.40%,COD,Surat,155638,First,Meta,Delivered
ORD-20220721-003074,CUST-0008617,7/21/2022,Mixed Cart,2025,1924,5.00%,COD,Ahmedabad,571752,First,Meta,Returned
ORD-20220721-003075,CUST-0006596,7/21/2022,Single item,1973,1786,9.50%,UPI,Chennai,169530,First,Meta,Delivered
ORD-20220721-003076,CUST-0009737,7/21/2022,Single item,2072,1909,7.90%,UPI,Nagpur,643218,First,Instagram DM,Returned
ORD-20220721-003077,CUST-0022469,7/21/2022,2-item cart,1976,1721,12.90%,Wallet,Kolkata,633634,First,Meta,Delivered
ORD-20220721-003078,CUST-0022894,7/21/2022,Single item,1839,1640,10.80%,COD,Hyderabad,763451,First,Meta,Delivered
ORD-20220721-003079,CUST-0009407,7/21/2022,Mixed Cart,2500,2270,9.20%,Card,Mysuru,824137,Repeat,Google,Returned
ORD-20220721-003080,CUST-0019561,7/21/2022,Mixed Cart,1976,1745,11.70%,Wallet,Bengaluru,134819,First,Google,Returned
ORD-20220721-003081,CUST-0012271,7/21/2022,Mixed Cart,2245,1981,11.80%,Wallet,Bengaluru,141876,First,Meta,RTO
ORD-20220721-003082,CUST-0002647,7/21/2022,Single item,1926,1681,12.70%,UPI,Hyderabad,639155,First,Meta,RTO
ORD-20220722-003083,CUST-0017430,7/22/2022,Mixed Cart,1800,1524,15.30%,COD,Pune,609991,First,Meta,Delivered
ORD-20220722-003084,CUST-0017233,7/22/2022,2-item cart,1800,1449,19.50%,NetBanking,Rajkot,573842,First,Organic Instagram,Delivered
ORD-20220722-003085,CUST-0018532,7/22/2022,Mixed Cart,2064,1900,7.90%,UPI,Kanpur,350373,First,Email/SMS,Delivered
ORD-20220722-003086,CUST-0007077,7/22/2022,Single item,1962,1613,17.80%,Card,Gurgaon,716568,Repeat,Influencer,Returned
ORD-20220722-003087,CUST-0023166,7/22/2022,Mixed Cart,2360,2120,10.20%,COD,Mumbai,313120,First,Google,Delivered
ORD-20220722-003088,CUST-0025799,7/22/2022,2-item cart,1800,1384,23.10%,Card,Gurgaon,469941,First,Google,Delivered
ORD-20220722-003089,CUST-0011669,7/22/2022,Mixed Cart,2100,1824,13.20%,UPI,Indore,696608,First,Google,Returned
ORD-20220722-003090,CUST-0022320,7/22/2022,Single item,2246,1969,12.40%,UPI,Delhi,581117,First,Organic Instagram,Returned
ORD-20220722-003091,CUST-0009017,7/22/2022,Mixed Cart,2060,1846,10.40%,NetBanking,Noida,652318,First,Organic Instagram,Delivered
ORD-20220722-003092,CUST-0012227,7/22/2022,Single item,1899,1615,15.00%,Card,Bhubaneswar,138103,First,Meta,Delivered
ORD-20220723-003093,CUST-0019757,7/23/2022,Mixed Cart,1800,1362,24.40%,Card,Nagpur,199540,Repeat,Email/SMS,Returned
ORD-20220723-003094,CUST-0008039,7/23/2022,Single item,2041,1939,5.00%,Card,Chandigarh,449057,First,Influencer,Returned
ORD-20220723-003095,CUST-0025552,7/23/2022,Mixed Cart,2557,2045,20.00%,Wallet,Jaipur,597126,First,Instagram DM,Delivered
ORD-20220723-003096,CUST-0024402,7/23/2022,2-item cart,1880,1726,8.20%,Wallet,Lucknow,169441,First,Organic Instagram,Delivered
ORD-20220723-003097,CUST-0000549,7/23/2022,Mixed Cart,1800,1638,9.00%,COD,Pune,341773,First,Instagram DM,Delivered
ORD-20220723-003098,CUST-0022960,7/23/2022,2-item cart,2387,2110,11.60%,COD,Bengaluru,825939,First,Email/SMS,RTO
ORD-20220723-003099,CUST-0001413,7/23/2022,2-item cart,2245,1847,17.80%,UPI,Bhubaneswar,569002,First,Meta,Delivered
ORD-20220723-003100,CUST-0016440,7/23/2022,Single item,1831,1669,8.90%,Card,Hyderabad,676417,First,Instagram DM,Delivered
ORD-20220723-003101,CUST-0018136,7/23/2022,Single item,1820,1653,9.10%,UPI,Coimbatore,158219,First,Influencer,Delivered
ORD-20220723-003102,CUST-0021706,7/23/2022,Mixed Cart,2382,2239,6.00%,UPI,Bengaluru,320964,First,Organic Instagram,Returned
ORD-20220723-003103,CUST-0001099,7/23/2022,Mixed Cart,1800,1500,16.70%,Card,Nashik,696935,First,Influencer,Delivered
ORD-20220723-003104,CUST-0011794,7/23/2022,Mixed Cart,1800,1674,7.00%,Card,Kolkata,760741,Repeat,Influencer,RTO
ORD-20220724-003105,CUST-0004956,7/24/2022,2-item cart,1890,1743,7.80%,NetBanking,Bengaluru,206100,First,Google,Delivered
ORD-20220724-003106,CUST-0014894,7/24/2022,2-item cart,2205,1832,16.90%,Card,Mumbai,277886,First,Meta,Delivered
ORD-20220724-003107,CUST-0019584,7/24/2022,Single item,2468,2021,18.10%,Card,Pune,381246,First,Offline (Friends/Family),Delivered
ORD-20220724-003108,CUST-0015810,7/24/2022,2-item cart,1800,1425,20.80%,Card,Delhi,471298,First,Google,Delivered
ORD-20220724-003109,CUST-0022848,7/24/2022,Single item,2527,2195,13.10%,Wallet,Pune,162612,First,Influencer,Delivered
ORD-20220724-003110,CUST-0006827,7/24/2022,Single item,1980,1755,11.30%,NetBanking,Gurgaon,233533,First,Meta,Delivered
ORD-20220724-003111,CUST-0000881,7/24/2022,Single item,1800,1588,11.80%,Card,Hyderabad,801779,First,Google,Delivered
ORD-20220724-003112,CUST-0005952,7/24/2022,Single item,2136,1858,13.00%,UPI,Chennai,130679,First,Google,Delivered
ORD-20220724-003113,CUST-0017620,7/24/2022,2-item cart,2089,1831,12.30%,UPI,Chandigarh,158421,First,Meta,Returned
ORD-20220724-003114,CUST-0026930,7/24/2022,Mixed Cart,2090,1904,8.90%,Card,Hyderabad,308232,First,Google,Delivered
ORD-20220724-003115,CUST-0014543,7/24/2022,Single item,1800,1350,25.00%,COD,Patna,138955,First,Influencer,Delivered
ORD-20220724-003116,CUST-0025413,7/24/2022,Mixed Cart,1959,1645,16.00%,COD,Delhi,576763,Repeat,Meta,Returned
ORD-20220724-003117,CUST-0010122,7/24/2022,2-item cart,1800,1422,21.00%,Wallet,Bengaluru,516344,First,Meta,Delivered
ORD-20220724-003118,CUST-0014309,7/24/2022,Single item,1849,1667,9.80%,UPI,Mumbai,485168,First,Influencer,Delivered
ORD-20220725-003119,CUST-0016437,7/25/2022,Single item,2151,1891,12.10%,Card,Pune,266491,First,Google,Delivered
ORD-20220725-003120,CUST-0007664,7/25/2022,Mixed Cart,2008,1764,12.20%,Card,Delhi,743720,First,Meta,Delivered
ORD-20220725-003121,CUST-0003824,7/25/2022,Single item,1966,1730,12.00%,UPI,Delhi,339432,First,Google,Delivered
ORD-20220725-003122,CUST-0000469,7/25/2022,2-item cart,2037,1796,11.80%,Card,Bhubaneswar,331902,First,Meta,Delivered
ORD-20220725-003123,CUST-0025578,7/25/2022,Single item,2021,1705,15.60%,UPI,Kolkata,616439,First,Influencer,Delivered
ORD-20220725-003124,CUST-0012799,7/25/2022,Single item,1841,1664,9.60%,UPI,Bengaluru,684679,First,Meta,RTO
ORD-20220725-003125,CUST-0012144,7/25/2022,2-item cart,1800,1650,8.30%,Card,Chennai,809780,First,Instagram DM,Delivered
ORD-20220725-003126,CUST-0013136,7/25/2022,Mixed Cart,1959,1804,7.90%,COD,Ahmedabad,523191,First,Meta,RTO
ORD-20220725-003127,CUST-0004577,7/25/2022,2-item cart,2236,2105,5.80%,Card,Bengaluru,446232,First,Instagram DM,Delivered
ORD-20220725-003128,CUST-0017342,7/25/2022,2-item cart,2343,2037,13.10%,UPI,Indore,621339,First,Offline (Friends/Family),Returned
ORD-20220725-003129,CUST-0022510,7/25/2022,Mixed Cart,2429,2119,12.70%,Card,Hyderabad,152565,First,Google,Delivered
ORD-20220725-003130,CUST-0017243,7/25/2022,2-item cart,1863,1676,10.00%,Card,Kochi,146387,First,Influencer,Returned
ORD-20220725-003131,CUST-0008053,7/25/2022,Single item,1800,1674,7.00%,UPI,Mysuru,379425,First,Meta,Delivered
ORD-20220725-003132,CUST-0026896,7/25/2022,2-item cart,1952,1822,6.70%,UPI,Mumbai,227481,First,Google,Delivered
ORD-20220725-003133,CUST-0011244,7/25/2022,Single item,2036,1674,17.80%,Card,Bengaluru,249912,First,Meta,Delivered
ORD-20220726-003134,CUST-0003007,7/26/2022,2-item cart,2121,1977,6.80%,Card,Delhi,586917,First,Google,Returned
ORD-20220726-003135,CUST-0014110,7/26/2022,2-item cart,1918,1811,5.60%,Card,Ludhiana,798633,First,Meta,Delivered
ORD-20220726-003136,CUST-0006663,7/26/2022,Mixed Cart,1962,1864,5.00%,COD,Lucknow,713108,First,Organic Instagram,Delivered
ORD-20220726-003137,CUST-0004616,7/26/2022,Single item,2134,1907,10.70%,UPI,Kochi,158141,First,Google,Delivered
ORD-20220726-003138,CUST-0004225,7/26/2022,Single item,1875,1781,5.00%,UPI,Kolkata,742037,First,Meta,Delivered
ORD-20220726-003139,CUST-0022414,7/26/2022,Mixed Cart,1800,1590,11.70%,Wallet,Bengaluru,562581,First,Meta,Returned
ORD-20220726-003140,CUST-0023819,7/26/2022,2-item cart,1830,1617,11.70%,COD,Nashik,160973,First,Organic Instagram,Returned
ORD-20220726-003141,CUST-0022272,7/26/2022,Mixed Cart,1800,1561,13.30%,COD,Nagpur,818940,First,Influencer,Returned
ORD-20220726-003142,CUST-0004070,7/26/2022,2-item cart,2126,1808,15.00%,COD,Patna,777882,First,Meta,Returned
ORD-20220726-003143,CUST-0002521,7/26/2022,2-item cart,2145,1820,15.10%,COD,Bhopal,547333,First,Meta,RTO
ORD-20220726-003144,CUST-0007728,7/26/2022,Single item,2261,2148,5.00%,Card,Dehradun,479946,First,Meta,Returned
